Time,Central,Tipo Central,Generacion_MWh,Tecnologia,Clasificacion,Codigo Central
2017-08-08T05:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T06:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T07:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T08:00:00Z,Solar Lalackama 2,Solar,"1,41",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T09:00:00Z,Solar Lalackama 2,Solar,"7,97",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T10:00:00Z,Solar Lalackama 2,Solar,"10,05",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T11:00:00Z,Solar Lalackama 2,Solar,"13,01",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T12:00:00Z,Solar Lalackama 2,Solar,"11,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T13:00:00Z,Solar Lalackama 2,Solar,"8,24",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T14:00:00Z,Solar Lalackama 2,Solar,"8,10",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T15:00:00Z,Solar Lalackama 2,Solar,"4,94",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T16:00:00Z,Solar Lalackama 2,Solar,"6,14",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T17:00:00Z,Solar Lalackama 2,Solar,"9,72",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T18:00:00Z,Solar Lalackama 2,Solar,"4,48",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T19:00:00Z,Solar Lalackama 2,Solar,"0,05",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T20:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T21:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T22:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T23:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-09T00:00:00Z,Solar Lalackama 2,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lalackama 2
2017-08-08T01:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T02:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T03:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T04:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T05:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T06:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T07:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T08:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T09:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T10:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T11:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T12:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T13:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T14:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T15:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T16:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T17:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T18:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T19:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T20:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T21:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T22:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T23:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-09T00:00:00Z,Solar El Pilar - Los Amarillos,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar El Pilar - Los Amarillos
2017-08-08T01:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T02:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T03:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T04:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T05:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T06:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T07:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T08:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T09:00:00Z,Solar Sol,Solar,"0,50",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T10:00:00Z,Solar Sol,Solar,"1,40",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T11:00:00Z,Solar Sol,Solar,"2,20",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T12:00:00Z,Solar Sol,Solar,"2,50",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T13:00:00Z,Solar Sol,Solar,"2,70",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T14:00:00Z,Solar Sol,Solar,"2,70",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T15:00:00Z,Solar Sol,Solar,"2,50",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T16:00:00Z,Solar Sol,Solar,"2,10",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T17:00:00Z,Solar Sol,Solar,"1,40",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T18:00:00Z,Solar Sol,Solar,"0,40",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T19:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T20:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T21:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T22:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T23:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-09T00:00:00Z,Solar Sol,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Sol
2017-08-08T01:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T02:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T03:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T04:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T05:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T06:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T07:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T08:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T09:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T10:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T11:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T12:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T13:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T14:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T15:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T16:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T17:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T18:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T19:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T20:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T21:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T22:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T23:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-09T00:00:00Z,Solar Lagunilla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Lagunilla
2017-08-08T01:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T02:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T03:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T04:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T05:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T06:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T07:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T08:00:00Z,Solar Carrera Pinto,Solar,"2,86",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T09:00:00Z,Solar Carrera Pinto,Solar,"31,39",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T10:00:00Z,Solar Carrera Pinto,Solar,"63,61",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T11:00:00Z,Solar Carrera Pinto,Solar,"67,44",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T12:00:00Z,Solar Carrera Pinto,Solar,"57,23",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T13:00:00Z,Solar Carrera Pinto,Solar,"47,27",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T14:00:00Z,Solar Carrera Pinto,Solar,"46,84",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T15:00:00Z,Solar Carrera Pinto,Solar,"22,37",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T16:00:00Z,Solar Carrera Pinto,Solar,"23,95",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T17:00:00Z,Solar Carrera Pinto,Solar,"46,13",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T18:00:00Z,Solar Carrera Pinto,Solar,"20,11",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T19:00:00Z,Solar Carrera Pinto,Solar,"0,16",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T20:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T21:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T22:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T23:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-09T00:00:00Z,Solar Carrera Pinto,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Carrera Pinto
2017-08-08T01:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T02:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T03:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T04:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T05:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T06:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T07:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T08:00:00Z,Solar Pampa Solar Norte,Solar,"1,27",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T09:00:00Z,Solar Pampa Solar Norte,Solar,"28,75",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T10:00:00Z,Solar Pampa Solar Norte,Solar,"54,35",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T11:00:00Z,Solar Pampa Solar Norte,Solar,"50,95",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T12:00:00Z,Solar Pampa Solar Norte,Solar,"44,32",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T13:00:00Z,Solar Pampa Solar Norte,Solar,"35,11",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T14:00:00Z,Solar Pampa Solar Norte,Solar,"35,04",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T15:00:00Z,Solar Pampa Solar Norte,Solar,"35,12",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T16:00:00Z,Solar Pampa Solar Norte,Solar,"35,12",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T17:00:00Z,Solar Pampa Solar Norte,Solar,"37,21",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T18:00:00Z,Solar Pampa Solar Norte,Solar,"23,89",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T19:00:00Z,Solar Pampa Solar Norte,Solar,"0,51",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T20:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T21:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T22:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T23:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-09T00:00:00Z,Solar Pampa Solar Norte,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Pampa Solar Norte
2017-08-08T01:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T02:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T03:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T04:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T05:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T06:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T07:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T08:00:00Z,Solar La Silla,Solar,"0,02",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T09:00:00Z,Solar La Silla,Solar,"0,25",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T10:00:00Z,Solar La Silla,Solar,"0,84",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T11:00:00Z,Solar La Silla,Solar,"1,18",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T12:00:00Z,Solar La Silla,Solar,"1,20",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T13:00:00Z,Solar La Silla,Solar,"1,18",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T14:00:00Z,Solar La Silla,Solar,"1,20",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T15:00:00Z,Solar La Silla,Solar,"1,23",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T16:00:00Z,Solar La Silla,Solar,"1,27",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T17:00:00Z,Solar La Silla,Solar,"1,11",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T18:00:00Z,Solar La Silla,Solar,"0,33",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T19:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T20:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T21:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T22:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T23:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-09T00:00:00Z,Solar La Silla,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Silla
2017-08-08T01:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T02:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T03:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T04:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T05:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T06:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T07:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T08:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T09:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T10:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T11:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T12:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T13:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T14:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T15:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T16:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T17:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T18:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T19:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T20:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T21:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T22:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T23:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-09T00:00:00Z,Solar Las Mollacas,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Las Mollacas
2017-08-08T01:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T02:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T03:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T04:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T05:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T06:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T07:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T08:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T09:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T10:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T11:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T12:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T13:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T14:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T15:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T16:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T17:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T18:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T19:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T20:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T21:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T22:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T23:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-09T00:00:00Z,Solar La Chapeana,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar La Chapeana
2017-08-08T01:00:00Z,Solar Quilapilún,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Quilapilún
2017-08-08T02:00:00Z,Solar Quilapilún,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Quilapilún
2017-08-08T03:00:00Z,Solar Quilapilún,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Quilapilún
2017-08-08T04:00:00Z,Solar Quilapilún,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Quilapilún
2017-08-08T05:00:00Z,Solar Quilapilún,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Quilapilún
2017-08-08T06:00:00Z,Solar Quilapilún,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Quilapilún
2017-08-08T07:00:00Z,Solar Quilapilún,Solar,"0,00",Solar Fotovoltaica,ERNC,Solar Quilapilún
2017-08-08T08:00:00Z,Solar Quilapilún,Solar,"0,58",Solar Fotovoltaica,ERNC,Solar Quilapilún
2017-08-08T09:00:00Z,Solar Quilapilún,Solar,"9,15",Solar Fotovoltaica,ERNC,Solar Quilapilún
