"Código Establecimiento","Nombre Establecimiento","ID Comuna","Nombre Comuna","TNE Ed. Básica","TNE Ed. Media","Total TNE"
"1","LICEO POLITECNICO ARICA","15101","ARICA","","159","159"
"4","LICEO OCTAVIO PALMA PEREZ","15101","ARICA","","671","671"
"5","JOVINA NARANJO FERNANDEZ","15101","ARICA","34","201","235"
"7","L. POLI. ANTONIO VARAS DE LA BARRA","15101","ARICA","","278","278"
"8","COLEGIO INTEGRADO EDUARDO FREI MONTALVA","15101","ARICA","37","114","151"
"9","ESCUELA REPUBLICA DE ISRAEL","15101","ARICA","186","","186"
"10","ESCUELA REPUBLICA DE FRANCIA","15101","ARICA","18","","18"
"11","ESC. GRAL. PEDRO LAGOS MARCHANT","15101","ARICA","48","","48"
"12","ESCUELA GRAL JOSE MIGUEL CARRERA","15101","ARICA","40","","40"
"13","ESCUELA MANUEL RODRIGUEZ ERDOYZA","15101","ARICA","26","","26"
"14","ESCUELA ROMULO J. PENA MATURANA","15101","ARICA","23","","23"
"15","LICEO ARTISTICO DR. JUAN NOE CREVANI","15101","ARICA","37","42","79"
"16","ESCUELA REGIMIENTO RANCAGUA","15101","ARICA","36","","36"
"17","ESCUELA SUBTTE. LUIS CRUZ MARTINEZ","15101","ARICA","38","","38"
"18","ESC. COMTE. JUAN JOSE SAN MARTIN","15101","ARICA","48","","48"
"19","ESC. HUMBERTO VALENZUELA GARCIA","15101","ARICA","48","","48"
"20","ESCUELA TUCAPEL","15101","ARICA","56","","56"
"22","ESCUELA GABRIELA MISTRAL","15101","ARICA","125","","125"
"25","COLEGIO CENTENARIO DE ARICA","15101","ARICA","37","30","67"
"26","ESCUELA REPUBLICA DE ARGENTINA","15101","ARICA","26","","26"
"27","ESCUELA ESMERALDA","15101","ARICA","32","","32"
"28","ESCUELA RICARDO SILVA ARRIAGADA","15101","ARICA","42","7","49"
"29","ESCUELA AMERICA","15101","ARICA","71","","71"
"30","ESCUELA DR. RICARDO OLEA GUERRA","15101","ARICA","19","","19"
"31","ESCUELA DARIO SALAS DIAZ","15101","ARICA","52","","52"
"32","LICEO AGRICOLA JOSE ABELARDO NUNEZ M.","15101","ARICA","66","35","101"
"33","ESCUELA CARLOS CONDELL DE LA HAZA","15101","ARICA","37","","37"
"35","ESCUELA GRAL. MANUEL BAQUEDANO","15101","ARICA","5","","5"
"36","ESCUELA IGNACIO CARRERA PINTO","15101","ARICA","56","","56"
"38","ESCUELA ESPAÑA","15101","ARICA","48","","48"
"39","ESCUELA PAMPA ALGODONAL","15101","ARICA","7","","7"
"41","ESCUELA VALLE DE CHACA","15101","ARICA","4","","4"
"45","COLEGIO ITALIANO SANTA ANA","15101","ARICA","94","125","219"
"50","COLEGIO ADVENTISTA DE ARICA","15101","ARICA","60","80","140"
"51","ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR","15101","ARICA","4","","4"
"52","LICEO DOMINGO SANTA MARIA","15101","ARICA","249","700","949"
"56","COLEGIO SAN MARCOS DE ARICA","15101","ARICA","62","92","154"
"60","COLEGIO ALEMAN DE ARICA","15101","ARICA","77","119","196"
"67","ABRAHAM LINCOLN SCHOOL","15101","ARICA","57","38","95"
"72","LICEO  VALLE DE CODPA","15102","CAMARONES","2","2","4"
"74","ESCUELA VALLE DE CAMARONES","15102","CAMARONES","1","","1"
"76","ESCUELA VALLE DE CUYA","15102","CAMARONES","1","","1"
"78","LICEO GRANADEROS","15201","PUTRE","17","13","30"
"79","ESCUELA EL MARQUEZ","15201","PUTRE","1","","1"
"81","ESCUELA PAYACHATAS","15201","PUTRE","1","","1"
"82","ESCUELA SAN FRANCISCO DE ASIS","15201","PUTRE","2","","2"
"84","ESCUELA LOS ALAMOS","15201","PUTRE","1","","1"
"90","ESCUELA INTERNADO VISVIRI","15202","GENERAL LAGOS","4","","4"
"93","ESCUELA CHUJLLUTA","15202","GENERAL LAGOS","1","","1"
"97","INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY","1101","IQUIQUE","","131","131"
"102","ESC.EDUC.ESPECIAL FLOR DEL INCA","1101","IQUIQUE","20","","20"
"103","ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA","1101","IQUIQUE","49","62","111"
"105","CENTRO DE CAPACITACION LABORAL","1101","IQUIQUE","20","","20"
"106","INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL","1101","IQUIQUE","4","151","155"
"107","LICEO LIBERT. GRAL.BERNARDO O´HIGGINS","1101","IQUIQUE","2","177","179"
"108","LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN","1101","IQUIQUE","","148","148"
"109","LICEO ELENA DUVAUCHELLE CABEZON","1101","IQUIQUE","","69","69"
"110","LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.","1101","IQUIQUE","71","116","187"
"111","ESCUELA GABRIELA MISTRAL","1101","IQUIQUE","55","","55"
"112","ESCUELA EDUARDO LLANOS","1101","IQUIQUE","42","","42"
"113","ESCUELA ALMIRANTE PATRICIO LYNCH","1101","IQUIQUE","139","","139"
"114","ESCUELA PLACIDO VILLARROEL","1101","IQUIQUE","42","","42"
"116","COLEGIO REPUBLICA DE CROACIA","1101","IQUIQUE","40","","40"
"117","ESCUELA PAULA JARAQUEMADA ALQUIZAR","1101","IQUIQUE","16","","16"
"119","ESCUELA CENTENARIO","1101","IQUIQUE","21","","21"
"122","ESCUELA THILDA PORTILLO OLIVARES","1101","IQUIQUE","35","","35"
"123","COLEGIO ESPANA","1101","IQUIQUE","39","10","49"
"124","LICEO LUIS CRUZ MARTINEZ","1101","IQUIQUE","","390","390"
"125","ESCUELA PROFESOR MANUEL CASTRO RAMOS","1101","IQUIQUE","94","68","162"
"126","COLEGIO REPUBLICA DE ITALIA","1101","IQUIQUE","52","","52"
"127","LICEO MARIA AUXILIADORA","1101","IQUIQUE","128","131","259"
"129","LICEO SUPERIOR GABRIELA MISTRAL","1101","IQUIQUE","7","20","27"
"130","COLEGIO NORTH COLLEGE","1101","IQUIQUE","30","50","80"
"131","LICEO PARTICULAR MIXTO ESCASCE","1101","IQUIQUE","10","39","49"
"132","LICEO ACADEMIA IQUIQUE","1101","IQUIQUE","137","352","489"
"133","COLEGIO ADVENTISTA DE IQUIQUE","1101","IQUIQUE","61","77","138"
"134","LICEO ATENEA","1101","IQUIQUE","35","38","73"
"144","COLEGIO IQUIQUE YOUNG SCHOOL","1101","IQUIQUE","26","46","72"
"156","ESCUELA PISAGUA","1404","HUARA","5","","5"
"160","ESCUELA PACHICA","1404","HUARA","4","","4"
"161","LICEO DE HUARA","1404","HUARA","17","15","32"
"162","ESCUELA SIBAYA","1404","HUARA","11","","11"
"167","ESCUELA CAMINA","1402","CAMIÑA","1","","1"
"168","ESCUELA CUISAMA","1402","CAMIÑA","2","","2"
"169","ESCUELA QUISTAGAMA","1402","CAMIÑA","2","","2"
"170","ESCUELA NAMA","1402","CAMIÑA","1","","1"
"171","ESCUELA APAMILCA","1402","CAMIÑA","1","","1"
"172","ESCUELA CHAPIQUILTA","1402","CAMIÑA","2","","2"
"174","ESCUELA FRANCIA","1402","CAMIÑA","3","","3"
"177","ESCUELA BASICA CARIQUIMA","1403","COLCHANE","2","","2"
"178","LICEO TECNICO PROFESIONAL COLCHANE","1403","COLCHANE","7","5","12"
"179","ESCUELA BASICA MAUQUE","1403","COLCHANE","1","","1"
"187","ESCUELA VERTIENTE DEL SABER","1405","PICA","30","","30"
"188","ESC. MATILLA DE NUEVA EXTREMADURA","1405","PICA","7","","7"
"191","LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ","1401","POZO ALMONTE","","125","125"
"192","ESCUELA BASICA MAMINA","1401","POZO ALMONTE","5","","5"
"193","ESCUELA BASICA POZO ALMONTE","1401","POZO ALMONTE","55","","55"
"195","ESCUELA BASICA LA TIRANA","1401","POZO ALMONTE","16","","16"
"196","ESCUELA BASICA HUATACONDO","1401","POZO ALMONTE","2","","2"
"198","ESCUELA BASICA LA HUAYCA","1401","POZO ALMONTE","9","","9"
"199","LICEO DOMINGO LATRILLE LASTAUNOU","2301","TOCOPILLA","","122","122"
"200","LICEO POLITECNICO DIEGO PORTALES P.","2301","TOCOPILLA","","92","92"
"201","ESCUELA CARLOS CONDELL DE LA HAZA","2301","TOCOPILLA","30","","30"
"203","ESCUELA PABLO NERUDA","2301","TOCOPILLA","59","","59"
"204","ESCUELA L.GRAL.BERNARDO O´HIGGINS R.","2301","TOCOPILLA","29","","29"
"205","ESCUELA ARTURO PRAT CHACON","2301","TOCOPILLA","44","","44"
"206","ESCUELA ESTADOS UNIDOS DE NORTEAMERICA","2301","TOCOPILLA","24","","24"
"207","ESC. ESPECIAL PEDRO AGUIRRE CERDA","2301","TOCOPILLA","11","","11"
"208","COLEGIO SAGRADA FAMILIA","2301","TOCOPILLA","66","95","161"
"210","ESCUELA ARTURO PEREZ CANTO","2302","MARIA ELENA","32","","32"
"211","LICEO  H.C. T.P.  MARIA ELENA","2302","MARIA ELENA","","68","68"
"217","LICEO LUIS CRUZ MARTINEZ","2201","CALAMA","","371","371"
"218","LICEO FRANCISCO DE AGUIRRE","2201","CALAMA","","83","83"
"219","LICEO POLITECNICO CESAREO AGUIRRE G.","2201","CALAMA","","197","197"
"220","LICEO MINERO AMÉRICA","2201","CALAMA","","263","263"
"222","CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A","2201","CALAMA","","99","99"
"223","ESCUELA CLAUDIO ARRAU","2201","CALAMA","65","","65"
"224","ESCUELA GRECIA","2201","CALAMA","93","","93"
"225","ESCUELA REPUBLICA DE BOLIVIA","2201","CALAMA","180","","180"
"226","ESCUELA BASICA EMILIO SOTOMAYOR","2201","CALAMA","131","","131"
"227","ESCUELA BASICA PRESIDENTE BALMACEDA","2201","CALAMA","203","","203"
"228","ESCUELA BASICA VADO DE TOPATER","2201","CALAMA","62","","62"
"229","ESCUELA REPUBLICA DE CHILE","2201","CALAMA","66","","66"
"230","ESCUELA BASICA ANDRES BELLO","2201","CALAMA","64","","64"
"231","ESCUELA BASICA JOHN FITZGERALD KENNEDY","2201","CALAMA","70","","70"
"232","ESCUELA BASICA PEDRO VERGARA KELLER","2201","CALAMA","41","","41"
"238","ESCUELA DIFERENCIAL LOA","2201","CALAMA","8","","8"
"239","ESCUELA BASICA 21 DE MAYO","2201","CALAMA","49","","49"
"240","ESCUELA BASICA REPUBLICA DE FRANCIA","2201","CALAMA","50","","50"
"243","ESCUELA BASICA PUKARA","2201","CALAMA","4","","4"
"246","ESCUELA BASICA SENORA DE LA CANDELARIA","2201","CALAMA","4","","4"
"252","ESCUELA BASICA SAN FRANCISCO","2201","CALAMA","14","","14"
"253","COLEGIO ADVENTISTA DE CALAMA","2201","CALAMA","81","65","146"
"254","FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA","2201","CALAMA","105","90","195"
"255","COLEGIO  EJERCITO DE SALVACION","2201","CALAMA","94","87","181"
"256","INSTITUTO OBISPO SILVA LEZAETA","2201","CALAMA","153","146","299"
"268","ESC. BASICA RURAL SAN ANTONIO DE PADUA","2202","OLLAGÜE","1","","1"
"269","ESCUELA BASICA SAN PEDRO DE ATACAMA","2203","SAN PEDRO DE ATACAMA","72","","72"
"270","COMPLEJO EDUCACIONAL TOCONAO","2203","SAN PEDRO DE ATACAMA","10","15","25"
"271","ESCUELA BASICA CAMAR","2203","SAN PEDRO DE ATACAMA","1","","1"
"273","ESCUELA BASICA SOLOR","2203","SAN PEDRO DE ATACAMA","1","","1"
"274","ESCUELA BASICA SAN ROQUE","2203","SAN PEDRO DE ATACAMA","5","","5"
"276","ESCUELA BASICA TALABRE","2203","SAN PEDRO DE ATACAMA","1","","1"
"277","ESCUELA BASICA SAN BARTOLOME","2203","SAN PEDRO DE ATACAMA","3","","3"
"279","LICEO INDUSTRIAL EULOGIO GORDO MONEO","2101","ANTOFAGASTA","","839","839"
"280","LICEO COMERCIAL JERARDO MUNOZ CAMPO","2101","ANTOFAGASTA","1","499","500"
"283","LICEO TECNICO DE ANTOFAGASTA","2101","ANTOFAGASTA","","493","493"
"284","LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA","2101","ANTOFAGASTA","39","152","191"
"285","LICEO MARTA NAREA DIAZ","2101","ANTOFAGASTA","52","242","294"
"286","LICEO LA PORTADA","2101","ANTOFAGASTA","","191","191"
"287","LICEO DOMINGO HERRERA RIVERA","2101","ANTOFAGASTA","","383","383"
"288","ESCUELA JAPON","2101","ANTOFAGASTA","196","","196"
"289","ESCUELA ESPANA","2101","ANTOFAGASTA","64","","64"
"291","ESCUELA PADRE GUSTAVO LE PAIGE WALQUE","2101","ANTOFAGASTA","178","","178"
"292","ESCUELA REPUBLICA DE ITALIA","2101","ANTOFAGASTA","80","","80"
"293","ESCUELA JOSE PAPIC RADNIC","2101","ANTOFAGASTA","141","","141"
"294","ESCUELA PROFESORA LJUBICA DOMIC WUTH","2101","ANTOFAGASTA","86","","86"
"296","ESCUELA REPUBLICA DE LOS ESTADOS UNIDOS","2101","ANTOFAGASTA","78","","78"
"297","ESCUELA ALCALDE MAXIMILIANO POBLETE","2101","ANTOFAGASTA","70","","70"
"298","ESCUELA DARIO SALAS DIAZ","2101","ANTOFAGASTA","56","","56"
"301","ESCUELA ROMULO J. PENA MATURANA","2101","ANTOFAGASTA","48","","48"
"302","ESCUELA JUAN LOPEZ","2101","ANTOFAGASTA","43","","43"
"303","ESCUELA REPUBLICA ARGENTINA","2101","ANTOFAGASTA","42","","42"
"304","LICEO ANDRES SABELLA","2101","ANTOFAGASTA","108","341","449"
"305","ESCUELA GONZALEZ ECHEGOYEN","2101","ANTOFAGASTA","212","","212"
"306","ESCUELA HUANCHACA","2101","ANTOFAGASTA","53","","53"
"310","ESCUELA CLAUDIO MATTE PEREZ","2101","ANTOFAGASTA","67","","67"
"311","ESC  DIFERENCIAL JUAN SANDOVAL CARRASCO","2101","ANTOFAGASTA","35","","35"
"312","ESCUELA ECUADOR","2101","ANTOFAGASTA","71","","71"
"313","ESCUELA ARTURO PRAT","2101","ANTOFAGASTA","129","","129"
"315","ESCUELA HEROES DE LA CONCEPCION","2101","ANTOFAGASTA","49","","49"
"316","ESCUELA LAS AMERICAS PROFESOR JUSTO VALLADARES ORELLANA","2101","ANTOFAGASTA","56","","56"
"317","ESCUELA LAS ROCAS","2101","ANTOFAGASTA","140","","140"
"318","ESCUELA EDDA CUNEO DONNAGIO","2101","ANTOFAGASTA","36","","36"
"319","ESCUELA LA BANDERA","2101","ANTOFAGASTA","98","","98"
"320","ESCUELA ARMANDO CARRERA GONZALEZ","2101","ANTOFAGASTA","79","70","149"
"322","ESCUELA GENERAL MANUEL BAQUEDANO","2101","ANTOFAGASTA","64","","64"
"324","ESCUELA FUNDACION MINERA ESCONDIDA","2101","ANTOFAGASTA","27","","27"
"326","ESCUELA SANTIAGO AMENGUAL B.","2101","ANTOFAGASTA","33","","33"
"329","INSTITUTO CIENTÍFICO EDUCACIONAL JOSÉ MAZA SANCHO","2101","ANTOFAGASTA","59","43","102"
"332","ESCUELA GABRIELA MISTRAL","2101","ANTOFAGASTA","47","","47"
"335","COLEGIO EVANGELICO JOSE LANCASTER","2101","ANTOFAGASTA","42","41","83"
"336","LICEO EXPERIMENTAL ARTISTICO-APLICACION","2101","ANTOFAGASTA","105","201","306"
"337","COLEGIO SANTA TERESITA","2101","ANTOFAGASTA","111","152","263"
"340","CENTRO TRATAMIEN.INTEGRAL RAYITO DE SOL","2101","ANTOFAGASTA","20","","20"
"341","ESCUELA PARTICULAR ADVENTISTA","2101","ANTOFAGASTA","90","163","253"
"342","COLEGIO INGLES SAN JOSE","2101","ANTOFAGASTA","99","333","432"
"343","ESCUELA PRESBITERIANA","2101","ANTOFAGASTA","85","","85"
"344","COLEGIO SANTA EMILIA","2101","ANTOFAGASTA","96","116","212"
"350","COLEGIO LIDIA MORENO","2101","ANTOFAGASTA","93","80","173"
"356","COLEGIO CORAZON DE MARIA","2101","ANTOFAGASTA","106","178","284"
"357","COL. SAN LUIS","2101","ANTOFAGASTA","","3","3"
"358","INS. SANTA MARIA","2101","ANTOFAGASTA","1","2","3"
"365","COLEGIO EAGLE SCHOOL","2101","ANTOFAGASTA","78","149","227"
"367","COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT","2102","MEJILLONES","27","92","119"
"368","ESCUELA BASICA JULIA HERRERA VARAS","2102","MEJILLONES","56","","56"
"369","ESCUELA LUCILA GODOY ALCAYAGA","2102","MEJILLONES","3","","3"
"370","ESCUELA ESTACION BAQUEDANO","2103","SIERRA GORDA","11","","11"
"371","ESCUELA CARACOLES","2103","SIERRA GORDA","10","","10"
"372","LICEO POLITECNICO JOSE MIGUEL QUIROZ","2104","TALTAL","","82","82"
"373","LICEO JUAN CORTES-MONROY CORTES","2104","TALTAL","","82","82"
"374","ESCUELA HOGAR VICTORIANO QUINTEROS SOTO","2104","TALTAL","46","","46"
"375","ESCUELA VICTOR CARVAJAL MEZA","2104","TALTAL","66","","66"
"377","ESCUELA PARANAL","2104","TALTAL","4","","4"
"379","LICEO FEDERICO VARELA","3201","CHAÑARAL","","132","132"
"380","ESCUELA BASICA DIEGO PORTALES PALAZUELOS","3201","CHAÑARAL","12","","12"
"381","ESCUELA BASICA PEDRO LUJAN","3201","CHAÑARAL","13","","13"
"382","ESCUELA BASICA GASPAR CABRALES","3201","CHAÑARAL","36","","36"
"384","LICEO MANUEL MAGALHAES MEDLING","3202","DIEGO DE ALMAGRO","","112","112"
"386","ESCUELA ALIRO LAMAS CASTILLO","3202","DIEGO DE ALMAGRO","102","","102"
"387","ESC. BASICA EMPERATRIZ SEPULVEDA LANDEROS","3202","DIEGO DE ALMAGRO","4","","4"
"390","ESCUELA COEDUCACIONAL PARTICULAR","3202","DIEGO DE ALMAGRO","2","","2"
"392","LICEO DIEGO DE ALMEIDA","3202","DIEGO DE ALMAGRO","3","138","141"
"396","INSTITUTO COMERCIAL ALEJANDRO RIVERA DIAZ","3101","COPIAPO","","455","455"
"399","LICEO JOSE ANTONIO CARVAJAL","3101","COPIAPO","","341","341"
"400","LICEO MERCEDES FRITIS MACKENNEY","3101","COPIAPO","54","287","341"
"401","ESCUELA BERNARDO O HIGGINS","3101","COPIAPO","112","","112"
"403","ESCUELA LAURA ROBLES SILVA","3101","COPIAPO","77","","77"
"404","ESC.EDUC.DIFERENCIAL MARIA LUZ LANZA PIZARRO","3101","COPIAPO","48","","48"
"405","ESCUELA LOS ESTANDARTES","3101","COPIAPO","61","","61"
"406","ESCUELA VICENTE SEPULVEDA ROJO","3101","COPIAPO","75","","75"
"407","ESCUELA JESUS FERNANDEZ HIDALGO","3101","COPIAPO","36","","36"
"408","ESCUELA PEDRO LEON GALLO","3101","COPIAPO","145","","145"
"410","ESCUELA JOSE MANSO DE VELASCO","3101","COPIAPO","61","","61"
"411","ESCUELA LAS CANTERAS","3101","COPIAPO","62","","62"
"413","ESCUELA LAS BRISAS","3101","COPIAPO","23","","23"
"415","LICEO DE MUSICA","3101","COPIAPO","172","198","370"
"416","ESCUELA ABRAHAM SEPULVEDA PIZARRO","3101","COPIAPO","92","","92"
"417","COLEGIO BUEN PASTOR","3101","COPIAPO","117","","117"
"418","ESCUELA ISABEL PENA MORALES","3101","COPIAPO","117","","117"
"419","ESCUELA HERNAN MARQUEZ HUERTA","3101","COPIAPO","95","1","96"
"420","ESCUELA FUNDICION PAIPOTE","3101","COPIAPO","35","","35"
"421","ESCUELA BRUNO ZAVALA FREDES","3101","COPIAPO","152","","152"
"423","ESCUELA SAN PEDRO","3101","COPIAPO","21","","21"
"427","ESCUELA LUIS CRUZ MARTINEZ","3101","COPIAPO","59","","59"
"429","LICEO CATOLICO ATACAMA","3101","COPIAPO","185","281","466"
"430","LICEO POLITECNICO BELEN","3101","COPIAPO","136","154","290"
"431","LICEO SAGRADO CORAZON","3101","COPIAPO","94","126","220"
"433","COLEGIO ADVENTISTA DE COPIAPO","3101","COPIAPO","142","154","296"
"434","ESCUELA SAN VICENTE DE PAUL","3101","COPIAPO","102","","102"
"437","ESCUELA TECNICO PROFESIONAL","3101","COPIAPO","","721","721"
"438","LICEO MANUEL BLANCO ENCALADA","3102","CALDERA","","77","77"
"439","ESCUELA TOTORAL","3101","COPIAPO","3","","3"
"440","COLEGIO PARROQUIAL PADRE NEGRO","3102","CALDERA","80","136","216"
"441","ESCUELA DE CONCENTRACION","3103","TIERRA AMARILLA","28","20","48"
"442","ESCUELA VICTOR MANUEL SANCHEZ CABANAS","3103","TIERRA AMARILLA","38","","38"
"444","ESCUELA LUIS URIBE ORREGO","3103","TIERRA AMARILLA","41","","41"
"448","LICEO PEDRO TRONCOSO MACHUCA","3301","VALLENAR","","170","170"
"449","LICEO JOSE SANTOS OSSA","3301","VALLENAR","","166","166"
"450","ESCUELA HERMANOS CARRERA","3301","VALLENAR","25","","25"
"452","ESCUELA GABRIELA MISTRAL","3301","VALLENAR","50","","50"
"453","ESCUELA IGNACIO CARRERA PINTO","3301","VALLENAR","74","","74"
"454","ESCUELA GREGORIO CASTILLO MARÍN","3301","VALLENAR","94","","94"
"455","ESCUELA REPUBLICA DE LOS E.E.U.U.","3301","VALLENAR","40","","40"
"458","ESCUELA ARTURO PEREZ CANTO","3301","VALLENAR","25","","25"
"459","ESCUELA BASICA ESPANA","3301","VALLENAR","70","","70"
"461","ESCUELA LUIS CRUZ MARTINEZ","3301","VALLENAR","34","","34"
"462","ESCUELA JOSE CAROCA LAFLOR","3301","VALLENAR","32","","32"
"463","ESCUELA BASICA ROBERTO CUADRA ALQUINTA","3301","VALLENAR","23","","23"
"464","ESCUELA BASICA GUALBERTO KONG FERNANDEZ","3301","VALLENAR","82","","82"
"467","ESCUELA HERNAN ARAVENA CONTRERAS","3301","VALLENAR","3","","3"
"469","ESCUELA BASICA JUSTINO LEIVA AMOR","3301","VALLENAR","6","","6"
"471","ESCUELA BASICA SARA BEMBOW VILLEGAS","3301","VALLENAR","2","","2"
"476","ESCUELA BASICA SOR TERESA DE LOS ANDES","3301","VALLENAR","8","","8"
"478","LICEO SANTA MARTA","3301","VALLENAR","114","163","277"
"479","LICEO SAN FRANCISCO","3301","VALLENAR","54","236","290"
"481","ESCUELA BASICA ALEJANDRO NOEMI HUERTA","3303","FREIRINA","43","","43"
"482","ESCUELA FORTUNATO SOZA RODRIGUEZ","3303","FREIRINA","2","","2"
"483","ESCUELA SAMUEL E. CASTILLO LOPEZ","3303","FREIRINA","2","","2"
"484","ESCUELA DE MAITENCILLO","3303","FREIRINA","6","","6"
"485","ESCUELA BASICA YERBAS BUENAS","3301","VALLENAR","6","","6"
"486","LICEO JAPON","3304","HUASCO","","144","144"
"487","ESCUELA BASICA JOSE MIGUEL CARRERA","3304","HUASCO","21","","21"
"489","ESCUELA EL OLIVAR","3304","HUASCO","61","","61"
"492","COLEGIO PARTICULAR ENGLISH COLLEGE","3304","HUASCO","44","","44"
"493","EDUCADOR ARTURO ALVEAR RAMOS","3302","ALTO DEL CARMEN","14","","14"
"495","ESCUELA AGLADE MARIN VARGAS","3302","ALTO DEL CARMEN","2","","2"
"496","ESCUELA DE CHOLLAY","3302","ALTO DEL CARMEN","3","","3"
"498","ESCUELA ALGARROBILLA","3302","ALTO DEL CARMEN","2","","2"
"499","ESCUELA RICARDO CAMPILLAY CONTRERAS","3302","ALTO DEL CARMEN","33","","33"
"500","ESCUELA BASICA RURAL EL TAMBO","3302","ALTO DEL CARMEN","2","","2"
"504","ESCUELA GABRIELA MISTRAL","3302","ALTO DEL CARMEN","1","","1"
"506","ESCUELA DE LOS PERALES","3302","ALTO DEL CARMEN","1","","1"
"516","LICEO GABRIELA MISTRAL DE LA SERENA","4101","LA SERENA","5","99","104"
"517","LICEO GREGORIO CORDOVEZ","4101","LA SERENA","4","293","297"
"518","LICEO TECNICO MARTA BRUNET","4101","LA SERENA","","155","155"
"519","COLEGIO ARTURO PRAT CHACON","4101","LA SERENA","95","","95"
"521","COLEGIO VICTOR DOMINGO SILVA","4101","LA SERENA","40","","40"
"522","COLEGIO JAVIERA CARRERA","4101","LA SERENA","47","","47"
"523","ESCUELA ALONSO DE ERCILLA","4101","LA SERENA","22","","22"
"525","COLEGIO JAPON","4101","LA SERENA","58","","58"
"526","COLEGIO JOSE MANUEL BALMACEDA","4101","LA SERENA","54","70","124"
"527","COLEGIO HEROES DE LA CONCEPCION","4101","LA SERENA","52","","52"
"528","ESCUELA GERMAN RIESCO","4101","LA SERENA","46","","46"
"529","COLEGIO MANUEL RODRIGUEZ","4101","LA SERENA","50","","50"
"530","COLEGIO GABRIEL GONZALEZ VIDELA","4101","LA SERENA","49","179","228"
"531","COLEGIO PEDRO AGUIRRE CERDA","4101","LA SERENA","28","22","50"
"532","CEN.ED.INT.DE ADUL.ESTER VILLARREAL CASTILLO","4101","LA SERENA","","67","67"
"533","COLEGIO DARIO SALAS","4101","LA SERENA","5","","5"
"534","COLEGIO VILLA SAN BARTOLOME","4101","LA SERENA","54","","54"
"535","COLEGIO JOSE MIGUEL CARRERA","4101","LA SERENA","37","35","72"
"536","COLEGIO BERNARDA MORIN","4101","LA SERENA","13","","13"
"537","COLEGIO LUIS BRAILLE","4101","LA SERENA","10","2","12"
"539","COLEGIO DE ALGARROBITO","4101","LA SERENA","11","","11"
"540","ESCUELA DE ISLON","4101","LA SERENA","8","","8"
"542","ESCUELA DE LAMBERT","4101","LA SERENA","11","","11"
"543","COLEGIO ALTOVALSOL","4101","LA SERENA","18","","18"
"544","ESCUELA DE EL MILAGRO","4101","LA SERENA","5","","5"
"546","COLEGIO COQUIMBITO","4101","LA SERENA","12","","12"
"548","ESCUELA DE COLONIA ALFALFARES","4101","LA SERENA","9","","9"
"549","ESCUELA DE LOS CORRALES","4101","LA SERENA","1","","1"
"551","ESCUELA DE LAS ROJAS","4101","LA SERENA","11","","11"
"556","ESCUELA DE ROMERO","4101","LA SERENA","17","","17"
"558","COLEGIO PUNTA DE TEATINOS","4101","LA SERENA","1","","1"
"560","COLEGIO QUEBRADA DE TALCA","4101","LA SERENA","6","","6"
"561","COLEGIO EL ROMERAL","4101","LA SERENA","1","","1"
"562","COLEGIO CALETA SAN PEDRO","4101","LA SERENA","13","","13"
"564","COLEGIO LA ESTRELLA","4101","LA SERENA","1","","1"
"565","COLEGIO PARTICULAR ADVENTISTA MARANATA","4101","LA SERENA","74","138","212"
"566","COLEGIO ISABEL RIQUELME","4101","LA SERENA","37","","37"
"567","COLEGIO SAN FRANCISCO COLL","4101","LA SERENA","120","170","290"
"568","COLEGIO SAN ANTONIO","4101","LA SERENA","45","87","132"
"570","COLEGIO ELENA BETTINI","4101","LA SERENA","35","100","135"
"571","ESC.ESPEC.LOS PENSAMIENTOS DE JUAN XXIII","4101","LA SERENA","10","6","16"
"573","ESCUELA PARTICULAR TERESA VIDELA DE G","4101","LA SERENA","42","133","175"
"574","ESCUELA  INDUSTRIAL SALESIANA SAN RAMON","4101","LA SERENA","27","516","543"
"575","COLEGIO PROVIDENCIA","4101","LA SERENA","2","339","341"
"578","LICEO IGNACIO CARRERA PINTO","4101","LA SERENA","","73","73"
"579","COLEGIO SEMINARIO CONCILIAR","4101","LA SERENA","108","288","396"
"580","COLEGIO GERONIMO RENDIC","4101","LA SERENA","144","202","346"
"581","ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA HEN","4101","LA SERENA","60","95","155"
"582","COLEGIO ANDRES BELLO","4101","LA SERENA","100","204","304"
"583","COLEGIO SAGRADOS CORAZONES","4101","LA SERENA","76","154","230"
"589","COLEGIO SANTO DOMINGO","4101","LA SERENA","25","34","59"
"590","COLEGIO PARTICULAR SAN JOSE","4101","LA SERENA","78","183","261"
