"Código Establecimiento","Nombre Establecimiento","ID Comuna","Nombre Comuna","TNE Ed. Básica","TNE Ed. Media","Total TNE"
"1418","ESCUELA BASICA","5504","LA CRUZ","8","","8"
"1419","COLEGIO DOMINGO SANTA CRUZ WILSON","5504","LA CRUZ","5","","5"
"1421","LICEO SAN ISIDRO","5504","LA CRUZ","40","68","108"
"1422","LICEO PEDRO DE VALDIVIA","5502","CALERA","","47","47"
"1423","ESCUELA BASICA JOSEFINA HUICI","5502","CALERA","15","","15"
"1424","ESCUELA BASICA IRMA SAPIAIN","5502","CALERA","28","","28"
"1425","COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO","5502","CALERA","32","67","99"
"1427","ESCUELA BASICA PALESTINA","5502","CALERA","14","","14"
"1428","ESCUELA ESPECIAL JESUS DE NAZARETH","5502","CALERA","13","","13"
"1430","ESCUELA BASICA GABRIELA MISTRAL","5502","CALERA","20","","20"
"1431","ESCUELA BASICA SANTA ROSA DEL HUERTO","5502","CALERA","28","","28"
"1433","ESCUELA BASICA EL LIBERTADOR","5502","CALERA","13","","13"
"1435","ESCUELA BASICA VILLA LA FLORIDA","5502","CALERA","6","","6"
"1436","LICEO PARTICULAR SAN JOSE","5502","CALERA","78","214","292"
"1437","COLEGIO TERESA BROWN DE ARIZTIA","5502","CALERA","56","118","174"
"1438","COLEGIO SAULO DE TARSO","5502","CALERA","13","","13"
"1442","COLEGIO JOHN CRANE","5502","CALERA","14","","14"
"1443","LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO","5502","CALERA","","337","337"
"1444","LICEO MUNICIPAL JUAN RUSQUE PORTAL","5506","NOGALES","56","95","151"
"1445","ESCUELA BASICA EL MELON","5506","NOGALES","48","","48"
"1447","ESCUELA BASICA ULDA ARACENA GONZALEZ","5506","NOGALES","35","","35"
"1448","ESCUELA BASICA LA PENA","5506","NOGALES","4","","4"
"1449","LICEO FELIPE CORTES","5506","NOGALES","51","172","223"
"1450","COLEGIO SANTA ISABEL","5506","NOGALES","75","99","174"
"1453","LICEO MUNICIPAL LUIS LABORDA","5503","HIJUELAS","98","176","274"
"1454","ESCUELA ADRIANA RIQUELME NUNEZ","5503","HIJUELAS","9","","9"
"1455","ESCUELA MONICA HURTADO EDWARDS","5503","HIJUELAS","4","","4"
"1456","ESCUELA ANA JESUS IBACACHE","5503","HIJUELAS","6","","6"
"1457","ESCUELA BASICA BENJAMIN MATTE LARRAIN","5503","HIJUELAS","9","","9"
"1458","ESCUELA BASICA LA SOMBRA","5503","HIJUELAS","18","","18"
"1459","ESCUELA BASICA RABUCO","5503","HIJUELAS","19","","19"
"1460","ESCUELA BASICA CALIXTO OVALLE URZUA","5503","HIJUELAS","3","","3"
"1461","ESCUELA MONTE CARMELO","5502","CALERA","8","","8"
"1462","ESCUELA BASICA LOS TILOS DE HUALCAPO","5503","HIJUELAS","6","","6"
"1464","LICEO DE LIMACHE","5802","LIMACHE","","297","297"
"1465","ESCUELA COEDUC TTE HERNAN MERINO CORREA","5802","LIMACHE","36","","36"
"1466","ESCUELA SUPERIOR MIXTA Nº 88","5802","LIMACHE","29","","29"
"1468","ESCUELA BASICA BRASILIA","5802","LIMACHE","19","","19"
"1469","ESCUELA BASICA HEROES DE CHILE","5802","LIMACHE","37","","37"
"1471","ESCUELA LIMACHITO","5802","LIMACHE","4","","4"
"1472","ESCUELA BASICA LOS MAITENES","5802","LIMACHE","25","","25"
"1473","ESCUELA TABOLANGO","5802","LIMACHE","5","","5"
"1474","ESCUELA BASICA PUENTE COLMO","5103","CONCON","44","","44"
"1475","ESC. BASICA TRANQUE LLIU LLIU","5802","LIMACHE","2","","2"
"1478","COLEGIO DE LA SANTA CRUZ","5802","LIMACHE","53","97","150"
"1479","ESCUELA ROSA MARTINEZ","5802","LIMACHE","17","","17"
"1481","COLEGIO INGLES RELIGIOSAS PASIONISTAS","5802","LIMACHE","51","78","129"
"1482","COLEGIO LIMACHE COLLEGE","5802","LIMACHE","72","101","173"
"1483","ESC PART MICAELA DESMAISSIERES","5802","LIMACHE","40","","40"
"1484","ESCUELA PARTICULAR INST. SANTA MARIA","5802","LIMACHE","57","","57"
"1488","ESCUELA MONTEVIDEO","5803","OLMUE","42","","42"
"1489","LICEO DE OLMUE","5803","OLMUE","","85","85"
"1490","ESCUELA BÁSICA QUEBRADA DE ALVARADO","5803","OLMUE","17","34","51"
"1491","ESCUELA BASICA LO NARVAEZ","5803","OLMUE","10","","10"
"1493","ESCUELA LA DORMIDA","5803","OLMUE","2","","2"
"1495","ESCUELA LA RAMAYANA","5803","OLMUE","2","","2"
"1496","ESCUELA LAS PALMAS DEL NIÑO DIOS","5803","OLMUE","15","","15"
"1497","ESCUELA LA LOMA DE LA VEGA","5803","OLMUE","4","","4"
"1498","ESCUELA LAS BELLOTAS DE LA VEGA","5803","OLMUE","11","","11"
"1500","COLEGIO PART. IGNACIO CARRERA PINTO","5803","OLMUE","60","95","155"
"1502","INST.SUP.COMERCIO FCO.ARAYA BENNET","5101","VALPARAISO","","620","620"
"1503","ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO","5101","VALPARAISO","","646","646"
"1504","LICEO TÉCNICO DE VALPARAÍSO","5101","VALPARAISO","","469","469"
"1506","CENTRO EDUCATIVO FLORIDA","5101","VALPARAISO","18","","18"
"1508","ESC. ESPEC. DE DEF. MENTAL GRAN BRETA_A","5101","VALPARAISO","23","","23"
"1509","ESC. ESPEC. DE DEF. MENTAL LUZ DE ESPERANZA","5101","VALPARAISO","4","","4"
"1511","CENTRO EDUCATIVO REINO DE SUECIA","5101","VALPARAISO","27","","27"
"1514","ESCUELA  HERNAN OLGUIN","5101","VALPARAISO","31","","31"
"1515","LICEO EDUARDO DE LA BARRA","5101","VALPARAISO","9","519","528"
"1516","LICEO TECNOLÓGICO ALFREDO NAZAR FERES","5101","VALPARAISO","42","119","161"
"1517","LICEO MATILDE BRANDAU DE ROSS","5101","VALPARAISO","28","93","121"
"1518","LICEO MARIA LUISA BOMBAL","5101","VALPARAISO","20","119","139"
"1519","LICEO TECNICO PROFESIONAL BARON","5101","VALPARAISO","3","115","118"
"1520","LICEO BICENTENARIO MARITIMO DE VALPARAISO","5101","VALPARAISO","28","209","237"
"1521","LICEO DE NINAS MARIA FRANCK DE MACDOUGAL","5101","VALPARAISO","38","139","177"
"1522","COLEGIO PEDRO MONTT","5101","VALPARAISO","11","29","40"
"1523","ESCUELA NACIONES UNIDAS","5101","VALPARAISO","70","","70"
"1524","ESCUELA REPUBLICA ARABE SIRIA","5101","VALPARAISO","14","","14"
"1525","INSTITUTO TECN.PROF.MARITIMO DE VALPSO","5101","VALPARAISO","","596","596"
"1526","ESCUELA REPUBLICA DEL PARAGUAY","5101","VALPARAISO","22","","22"
"1528","ESCUELA  GASPAR CABRALES","5101","VALPARAISO","33","","33"
"1529","ESCUELA GRECIA","5101","VALPARAISO","43","","43"
"1533","ESCUELA ALEMANIA","5101","VALPARAISO","103","","103"
"1534","ESCUELA REPUBLICA DEL URUGUAY","5101","VALPARAISO","89","","89"
"1536","ESCUELA AMERICA","5101","VALPARAISO","130","","130"
"1537","ESCUELA RAMON BARROS LUCO","5101","VALPARAISO","93","","93"
"1538","ESCUELA JUAN JOSE LATORRE B","5101","VALPARAISO","25","","25"
"1540","ESCUELA BLAS CUEVAS RAMON ALLENDE","5101","VALPARAISO","8","","8"
"1541","ESCUELA REPUBLICA DE EL SALVADOR","5101","VALPARAISO","25","","25"
"1542","ESCUELA JOAQUIN EDWARDS BELLO","5101","VALPARAISO","50","25","75"
"1543","ESCUELA JORGE ALESSANDRI RODRIGUEZ","5101","VALPARAISO","22","","22"
"1547","ESCUELA CARABINERO PEDRO A.CARIAGA M.","5101","VALPARAISO","33","","33"
"1548","ESCUELA DIEGO PORTALES PALAZUELOS","5101","VALPARAISO","20","","20"
"1549","ESCUELA REPUBLICA DE MEXICO","5101","VALPARAISO","43","51","94"
"1550","ESCUELA PACIFICO","5101","VALPARAISO","9","","9"
"1551","ESCUELA MONTEDONICO","5101","VALPARAISO","19","","19"
"1553","ESCUELA ESPANA","5101","VALPARAISO","45","","45"
"1554","COLEGIO PABLO NERUDA","5101","VALPARAISO","29","","29"
"1555","ESCUELA REPUBLICA DE ISRAEL","5101","VALPARAISO","30","","30"
"1556","ESCUELA ELEUTERIO RAMIREZ","5101","VALPARAISO","19","","19"
"1557","ESCUELA VILLA BERLIN","5101","VALPARAISO","8","","8"
"1563","ESCUELA JUAN WACQUEZ MOURFIN","5101","VALPARAISO","10","","10"
"1567","ESCUELA BASICA DAVID BEN GURION","5101","VALPARAISO","17","","17"
"1568","ESCUELA REPUBLICA ARGENTINA","5101","VALPARAISO","36","","36"
"1569","ESCUELA  PILOTO 1° LUIS PARDO VILLALON","5101","VALPARAISO","68","","68"
"1570","ESCUELA BASICA CIRUJANO VIDELA","5101","VALPARAISO","64","","64"
"1571","ESCUELA SAN JUDAS TADEO","5101","VALPARAISO","16","","16"
"1573","ESCUELA  DR. ERNESTO QUIROZ WEBER","5101","VALPARAISO","31","","31"
"1577","ESCUELA BASICA LAGUNA VERDE","5101","VALPARAISO","20","","20"
"1578","ESCUELA TTE. JULIO A. ALLENDE OVALLE","5101","VALPARAISO","6","","6"
"1579","LICEO SANTA TERESA","5101","VALPARAISO","31","58","89"
"1580","COLEGIO PRESBIT. DAVID TRUMBULL","5101","VALPARAISO","44","71","115"
"1581","LICEO JUANA ROSS DE EDWARDS","5101","VALPARAISO","147","207","354"
"1582","COLEGIO LUTERANO CONCORDIA","5101","VALPARAISO","99","86","185"
"1583","COLEGIO JEANNE DARC VALPARAISO","5101","VALPARAISO","59","","59"
"1584","COLEGIO NOCTURNO RUBEN CASTRO","5101","VALPARAISO","","27","27"
"1585","LICEO COEDUCACIONAL LA IGUALDAD","5101","VALPARAISO","111","163","274"
"1586","COLEGIO CARLOS COUSINO","5101","VALPARAISO","85","275","360"
"1587","COLEGIO MARIA AUXILIADORA","5101","VALPARAISO","59","158","217"
"1588","COLEGIO NTRA.SRA.DE LA MISERICORDIA","5101","VALPARAISO","62","66","128"
"1590","COLEGIO SALESIANO VALPARAISO","5101","VALPARAISO","180","525","705"
"1593","ESCUELA PARTICULAR SANTA ANA","5101","VALPARAISO","88","","88"
"1594","COLEGIO SAN DAMIAN DE MOLOKAI","5101","VALPARAISO","57","68","125"
"1595","COLEGIO ARTURO EDWARDS","5101","VALPARAISO","99","","99"
"1596","COLEGIO SAN IGNACIO DE LOYOLA","5101","VALPARAISO","106","","106"
"1597","ESCUELA PARTICULAR SAN LUIS","5101","VALPARAISO","25","6","31"
"1598","COLEGIO PARTICULAR ADVENTISTA","5101","VALPARAISO","53","","53"
"1599","COLEGIO SAGRADO CORAZON DE JESUS","5101","VALPARAISO","43","","43"
"1601","ESC SAGRADA FAMILIA DE NAZARET","5101","VALPARAISO","103","","103"
"1602","COLEGIO ESPERANZA","5101","VALPARAISO","32","","32"
"1603","COLEGIO PARTICULAR SAN PIO X","5101","VALPARAISO","52","","52"
"1604","COLEGIO LEONARDO MURIALDO","5101","VALPARAISO","137","169","306"
"1607","COLEGIO TERESITA DE LISIEUX","5101","VALPARAISO","39","48","87"
"1609","ESC PART FRAY LUIS BELTRAN","5101","VALPARAISO","45","","45"
"1610","COLEGIO ALBERTO HURTADO SEGUNDO","5101","VALPARAISO","57","100","157"
"1619","COLEGIO PARTICULAR JUNIOR SCHOOL 2","5101","VALPARAISO","75","52","127"
"1620","COLEGIO MIGUEL DE UNAMUNO","5101","VALPARAISO","44","","44"
"1621","LICEO MIXTO JOSE MIGUEL CARRERA","5101","VALPARAISO","29","","29"
"1629","COLEGIO INTERNACIONAL","5101","VALPARAISO","1","11","12"
"1632","COL. IDA.CONCEPC. NTRA.SRA.LOURDES","5101","VALPARAISO","61","73","134"
"1635","COLEGIO AGUSTIN EDWARDS","5101","VALPARAISO","51","73","124"
"1650","COL. PART. CONSTANCIO VIGIL","5101","VALPARAISO","10","","10"
"1653","COLEGIO SAN VICENTE","5101","VALPARAISO","47","74","121"
"1663","INSTITUTO SUPERIOR DE COMERCIO ALBERTO BL","5109","VIÑA DEL MAR","","354","354"
"1664","LICEO INDUSTRIAL MIRAFLORES ALTO","5109","VIÑA DEL MAR","","173","173"
"1666","C.E.I.A. LOS CASTANOS","5109","VIÑA DEL MAR","","93","93"
"1667","ESCUELA ESPECIAL ADOLFO TANNENBAUM  B.","5109","VIÑA DEL MAR","58","","58"
"1668","ESCUELA ESPECIAL RAPA NUI","5109","VIÑA DEL MAR","5","","5"
"1669","ESCUELA ESPECIAL JUANITA DE AGUIRRE CERDA","5109","VIÑA DEL MAR","38","2","40"
"1672","LICEO JOSE FRANCISCO VERGARA ETCHEVERS","5109","VIÑA DEL MAR","","192","192"
"1674","LICEO BENJAMIN VICUNA MACKENA","5109","VIÑA DEL MAR","","193","193"
"1675","LICEO GUILLERMO RIVERA COTAPOS","5109","VIÑA DEL MAR","","162","162"
"1676","LICEO BICENTENARIO DE VIÑA DEL MAR","5109","VIÑA DEL MAR","11","447","458"
"1677","ESCUELA BASICA REPUBLICA DEL ECUADOR","5109","VIÑA DEL MAR","131","","131"
"1678","ESCUELA UNESCO","5109","VIÑA DEL MAR","34","","34"
"1680","ESCUELA ORLANDO PENA CARVAJAL","5109","VIÑA DEL MAR","18","","18"
"1681","COLEGIO REPUBLICA DE COLOMBIA","5109","VIÑA DEL MAR","29","131","160"
"1682","COLEGIO MIRAFLORES","5109","VIÑA DEL MAR","83","","83"
"1683","ESCUELA BASICA SANTA JULIA","5109","VIÑA DEL MAR","34","","34"
"1684","ESCUELA LIBERTADOR  BERNARDO O^HIGGINS","5109","VIÑA DEL MAR","84","","84"
"1685","ESCUELA DR. OSCAR MARIN SOCIAS","5109","VIÑA DEL MAR","43","63","106"
"1686","ESCUELA TEODORO LOWEY","5109","VIÑA DEL MAR","40","","40"
"1688","ESCUELA ALMIRANTE LUIS GOMEZ CARRENO","5109","VIÑA DEL MAR","24","","24"
"1689","ESCUELA ORO NEGRO","5103","CONCON","38","","38"
"1691","ESCUELA LORD COCHRANE","5109","VIÑA DEL MAR","10","","10"
"1692","ESCUELA ARTURO PRAT CHACON","5109","VIÑA DEL MAR","46","","46"
"1693","ESCUELA BASICA 21 DE MAYO","5109","VIÑA DEL MAR","17","","17"
"1695","ESCUELA PEDRO AGUIRRE CERDA","5109","VIÑA DEL MAR","22","","22"
"1696","ESCUELA BASICA CHORRILOS","5109","VIÑA DEL MAR","17","","17"
"1697","ESCUELA GASTON OSSA SAINT MARIE","5109","VIÑA DEL MAR","33","","33"
"1698","ESCUELA PAUL HARRIS","5109","VIÑA DEL MAR","63","","63"
"1699","ESCUELA BASICA IRMA SALAS SILVA","5103","CONCON","42","","42"
"1700","ESCUELA DOCTOR ADRIANO MACHADO PARDO","5109","VIÑA DEL MAR","26","","26"
"1701","ESCUELA LA PARVA","5109","VIÑA DEL MAR","23","","23"
"1702","ESCUELA CANAL BEAGLE","5109","VIÑA DEL MAR","26","","26"
"1703","ESCUELA PRESIDENTE JOSE MANUEL BALMACEDA","5109","VIÑA DEL MAR","27","","27"
"1704","ESCUELA BASICA JOHN KENNEDY","5109","VIÑA DEL MAR","22","","22"
"1705","ESCUELA PRESIDENTE SALVADOR ALLENDE","5109","VIÑA DEL MAR","27","","27"
"1707","ESCUELA MINISTRO ZENTENO","5109","VIÑA DEL MAR","84","","84"
"1708","ESCUELA ENRIQUE CARDENAS RIVERA","5109","VIÑA DEL MAR","33","","33"
"1709","ESCUELA PATRICIO LYNCH Z.","5109","VIÑA DEL MAR","13","","13"
"1710","CENTRO DE EDUCACION DE ADULTOS","5109","VIÑA DEL MAR","","84","84"
"1712","ESCUELA VILLA MONTE","5109","VIÑA DEL MAR","29","","29"
"1714","ESCUELA SANTA MARIA DE AGUA SANTA","5109","VIÑA DEL MAR","8","","8"
"1716","ESCUELA VILLA INDEPENDENCIA","5109","VIÑA DEL MAR","41","","41"
"1717","ESCUELA CARDENAL JOSE MARIA CARO","5109","VIÑA DEL MAR","14","","14"
"1718","ESCUELA EDUARDO LEZANA PINCHEIRA","5109","VIÑA DEL MAR","22","","22"
"1720","ESCUELA  MARCELA PAZ","5109","VIÑA DEL MAR","6","","6"
"1721","ESCUELA BASICA REPUBLICA DEL LIBANO","5109","VIÑA DEL MAR","18","","18"
"1722","ESCUELA BASICA DR ALDO FRANCIA BOIDO","5109","VIÑA DEL MAR","18","","18"
"1724","ESCUELA PRESIDENTE EDUARDO FREI MONTALVA","5109","VIÑA DEL MAR","42","","42"
"1728","ESCUELA BASICA LUISA NIETO DE HAMEL","5109","VIÑA DEL MAR","8","","8"
"1732","ESCUELA VIOLETA PARRA","5109","VIÑA DEL MAR","14","","14"
"1734","COLEGIO RUBEN CASTRO-DIURNO","5109","VIÑA DEL MAR","185","190","375"
"1735","LICEO PARROQUIAL SAN ANTONIO","5109","VIÑA DEL MAR","","348","348"
"1738","LICEO NUESTRA SRA.DE LA PAZ","5109","VIÑA DEL MAR","116","142","258"
"1739","ESC. DE TRIPULANTES Y PORTUARIA DE VALPARAISO","5101","VALPARAISO","","323","323"
"1741","LICEO SANTA TERESA DE LOS ANDES","5109","VIÑA DEL MAR","45","81","126"
"1742","COLEGIO SAN AGUSTIN","5109","VIÑA DEL MAR","30","63","93"
"1743","COL.PARROQUIAL SANTA MARIA GORETTI","5103","CONCON","59","99","158"
"1746","INST. DESARR. PARA NINOS CON S.DOWN","5109","VIÑA DEL MAR","50","1","51"
"1747","LICEO JOSE CORTES BROWN","5109","VIÑA DEL MAR","","257","257"
"1748","COLEGIO ESPANOL MARIA REINA","5109","VIÑA DEL MAR","121","","121"
"1749","COLEGIO EXCMO.  CARDENAL RAUL SILVA HENRIQUEZ","5109","VIÑA DEL MAR","47","172","219"
"1750","COL. INMACULADA DE LOURDES","5109","VIÑA DEL MAR","69","111","180"
"1751","ESCUELA PARTICULAR HUGO ERRAZURIZ","5109","VIÑA DEL MAR","123","","123"
"1752","ESCUELA PARTICULAR SANTA FILOMENA","5109","VIÑA DEL MAR","86","","86"
"1755","COLEGIO ANA MARIA JANER","5109","VIÑA DEL MAR","193","220","413"
"1756","COLEGIO CLAUDIO MATTE","5109","VIÑA DEL MAR","78","109","187"
"1757","COLEGIO ACONCAGUA","5801","QUILPUE","190","404","594"
"1759","COLEGIO SAN LUIS DE MIRAFLORES","5109","VIÑA DEL MAR","13","","13"
"1760","ESCUELA ESPECIAL JUAN SANDOVAL C.","5109","VIÑA DEL MAR","12","2","14"
"1761","COLEGIO FRIENDLY HIGH SCHOOL","5109","VIÑA DEL MAR","52","69","121"
"1763","CENTRO TRAT. INTEGRAL LAS DALIAS","5109","VIÑA DEL MAR","28","1","29"
"1765","ESCUELA ILUSION","5109","VIÑA DEL MAR","24","","24"
"1767","ESCUELA PARTICULAR CHILDREN´S SCHOOL","5109","VIÑA DEL MAR","4","","4"
"1769","COLEGIO RAYEN CAVEN","5103","CONCON","61","56","117"
"1772","COLEGIO BLANCA VERGARA","5109","VIÑA DEL MAR","41","","41"
"1795","COLEGIO SAN IGNACIO","5109","VIÑA DEL MAR","134","144","278"
"1801","COLEGIO MARIA AUXILIADORA","5109","VIÑA DEL MAR","112","114","226"
"1807","ESCUELA JEFFERSON SCHOOL","5801","QUILPUE","28","","28"
"1819","COLLEGE CHRETIEN FRANCAIS LE BEAU JOUR","5109","VIÑA DEL MAR","29","","29"
"1842","COLEGIO  SAN ANDRES","5109","VIÑA DEL MAR","95","","95"
"1847","COLEGIO SAINT MICHAEL","5109","VIÑA DEL MAR","26","","26"
"1851","LICEO POLITECNICO QUINTERO","5107","QUINTERO","","113","113"
"1853","COLEGIO COSTA MAUCO","5107","QUINTERO","25","","25"
"1855","ESCUELA BASICA REPUBLICA DE FRANCIA","5107","QUINTERO","50","","50"
"1856","ESCUELA MANTAGUA","5107","QUINTERO","12","","12"
"1857","ESCUELA JUAN JOSE TORTEL","5107","QUINTERO","6","","6"
"1858","COLEGIO DON ORIONE","5107","QUINTERO","108","324","432"
"1859","COLEGIO SANTA FILOMENA","5107","QUINTERO","61","112","173"
"1860","COLEGIO INGLES","5107","QUINTERO","42","155","197"
"1863","COLEGIO GENERAL JOSE VELASQUEZ BORQUEZ","5105","PUCHUNCAVI","42","125","167"
"1864","COMPLEJO EDUCACIONAL SARGENTO ALDEA","5105","PUCHUNCAVI","36","135","171"
"1867","ESCUELA LA GREDA","5105","PUCHUNCAVI","17","","17"
"1868","ESCUELA LA CHOCOTA","5105","PUCHUNCAVI","37","","37"
"1869","ESCUELA LOS MAQUIS","5105","PUCHUNCAVI","2","","2"
"1870","ESCUELA CAMPICHE","5105","PUCHUNCAVI","9","","9"
"1871","ESCUELA BASICA EL RINCON","5105","PUCHUNCAVI","6","","6"
"1873","ESCUELA HORCON","5105","PUCHUNCAVI","8","","8"
"1874","ESCUELA BASICA LA LAGUNA","5105","PUCHUNCAVI","16","","16"
"1875","ESCUELA MAITENCILLO","5105","PUCHUNCAVI","11","","11"
"1876","ESCUELA BASICA LA QUEBRADA","5105","PUCHUNCAVI","2","","2"
"1877","ESCUELA PUCALAN","5105","PUCHUNCAVI","3","","3"
"1878","ESCUELA BASICA  EL RUNGUE","5105","PUCHUNCAVI","6","","6"
"1880","COLEGIO INDUSTRIAL ANDRES BELLO LOPEZ","5801","QUILPUE","6","47","53"
"1881","ESCUELA LUIS CRUZ MARTINEZ","5801","QUILPUE","79","","79"
"1882","LICEO GUILLERMO GRONEMEYER ZAMORANO","5801","QUILPUE","3","122","125"
"1884","LICEO COMERCIAL ALEJANDRO LUBET V","5801","QUILPUE","2","273","275"
"1885","COLEGIO CAPITAN IGNACIO CARRERA PINTO","5801","QUILPUE","13","","13"
"1886","ESCUELA MANUEL BULNES PRIETO","5801","QUILPUE","35","","35"
"1887","ESCUELA GUARDIAMARINA GUILLERMO ZANARTU I.","5801","QUILPUE","21","89","110"
"1888","ESC.CDTE. ELEUTERIO RAMIREZ MOLINA","5801","QUILPUE","46","","46"
"1889","COLEGIO FERNANDO DURAN VILLARREAL","5801","QUILPUE","33","","33"
"1890","COLEGIO JOSE MIGUEL INFANTE","5801","QUILPUE","18","","18"
"1891","ESCUELA BASICA JORGE ROCK LARA","5801","QUILPUE","27","","27"
"1892","ESCUELA BASICA GASPAR CABRALES","5801","QUILPUE","35","","35"
"1893","ESCUELA BASICA DARIO SALAS","5801","QUILPUE","35","","35"
"1894","CENTRO DE EDUCACION DE ADULTOS","5801","QUILPUE","","96","96"
"1895","LICEO TECNICO PROFESIONAL MANNHEIM","5801","QUILPUE","16","131","147"
"1898","ESCUELA THEODOR HEUSS","5801","QUILPUE","22","","22"
"1899","ESCUELA TENIENTE IGNACIO SERRANO MONTANER","5801","QUILPUE","15","","15"
"1900","ESCUELA LOS MOLLES DE MARGA MARGA","5801","QUILPUE","5","","5"
"1901","ESCUELA SANTIAGO BUERAS","5801","QUILPUE","1","","1"
"1905","GABRIELA MISTRAL DE LA RETUCA","5801","QUILPUE","9","","9"
"1906","ESCUELA DELFINA ALARCON HENRIQUEZ","5801","QUILPUE","2","","2"
"1908","LICEO DE NINAS JAVIERA CARRERA","5801","QUILPUE","27","78","105"
"1909","COLEGIO LIAHONA","5801","QUILPUE","134","226","360"
"1911","COLEGIO CREP","5801","QUILPUE","40","94","134"
"1914","LICEO  JUAN XXIII  EL BELLOTO","5801","QUILPUE","142","","142"
"1917","ESCUELA PARTICULAR EXEQUIEL PUELMA SILVA","5801","QUILPUE","23","","23"
"1918","COLEGIO LOS LEONES DE QUILPUE","5801","QUILPUE","86","102","188"
"1919","COLEGIO H. F. CAMILO HENRIQUEZ","5801","QUILPUE","54","100","154"
"1923","COLEGIO CRISTIANO DE QUILPUE","5801","QUILPUE","54","210","264"
"1924","ESCUELA PARTICULAR INFANTES DEL SOL","5801","QUILPUE","36","","36"
"1927","ESCUELA JUAN DE SAAVEDRA","5801","QUILPUE","37","","37"
"1930","ABRAHAM LINCOLN MEMORIAL COLLEGE","5801","QUILPUE","59","","59"
"1934","COLEGIO ESPERANZA","5801","QUILPUE","154","296","450"
"1941","COLEGIO EL BELLOTO","5801","QUILPUE","80","157","237"
"1958","LICEO TECNOLOGICO VILLA ALEMANA","5804","VILLA ALEMANA","","162","162"
"1959","WINDMILL COLLEGE","5804","VILLA ALEMANA","60","97","157"
"1961","ESCUELA LATINA INES GALLARDO ORELLANA","5804","VILLA ALEMANA","38","","38"
"1963","ESCUELA BASICA DIEGO BARROS ARANA","5804","VILLA ALEMANA","34","","34"
"1965","COLEGIO ITALO COMPOSTO SCARPATI","5804","VILLA ALEMANA","16","","16"
"1966","ESCUELA BASICA CATALUNYA","5804","VILLA ALEMANA","36","","36"
"1967","LICEO BICENTENARIO TÉCNICO PROFESIONAL MARY GRAHAM","5804","VILLA ALEMANA","128","185","313"
"1968","ESCUELA MELVIN JONES","5804","VILLA ALEMANA","16","","16"
"1969","COLEGIO CHARLES DARWIN","5804","VILLA ALEMANA","46","129","175"
"1970","ESCUELA DIEGO PORTALES","5804","VILLA ALEMANA","33","","33"
"1971","ESCUELA MANUEL MONTT","5804","VILLA ALEMANA","52","70","122"
"1972","ESCUELA DE EDUC. DIFERENCIAL NUEVO AMANECER","5804","VILLA ALEMANA","17","","17"
"1973","ESCUELA VICEALMIRANTE ARTURO WILSON N.","5804","VILLA ALEMANA","","4","4"
"1975","ESCUELA JUAN BAUTISTA ALBERDI","5804","VILLA ALEMANA","48","","48"
"1976","ESCUELA  EL  PATAGUAL","5804","VILLA ALEMANA","2","","2"
"1977","COLEGIO NACIONAL","5804","VILLA ALEMANA","170","339","509"
"1980","COLEGIO PARTICULAR JEAN PIAGET","5804","VILLA ALEMANA","42","86","128"
"1985","CENTRO INFANTIL EL BUEN CAMINO","5804","VILLA ALEMANA","9","","9"
"1987","COLEGIO NUEVO CHILENO BRITANICO","5804","VILLA ALEMANA","18","63","81"
"1996","LICEO MANUEL DE SALAS","5102","CASABLANCA","","216","216"
"1997","ESCUELA DOMINGO ORTIZ DE ROZAS","5102","CASABLANCA","37","69","106"
"1998","ESCUELA ARTURO ECHAZARRETA LARRAIN","5102","CASABLANCA","71","","71"
"1999","ESCUELA MANUEL BRAVO REYES","5102","CASABLANCA","53","","53"
"2000","ESCUELA LOS MAITENES","5102","CASABLANCA","1","","1"
"2003","ESCUELA  SAN PEDRO DE QUINTAY","5102","CASABLANCA","6","","6"
"2005","ESCUELA BASICA LAGUNILLAS","5102","CASABLANCA","13","","13"
"2007","COLEGIO PARTIC. JULIO MONTT SALAMANCA","5102","CASABLANCA","25","46","71"
"2008","ESCUELA PURISIMA DE LO VASQUEZ","5102","CASABLANCA","15","","15"
"2009","COLEGIO INSULAR ROBINSON CRUSOE","5104","JUAN FERNANDEZ","11","15","26"
"2011","ESCUELA ESPECIAL DIVINO MAESTRO","5601","SAN ANTONIO","1","","1"
"2012","PROFESOR JUAN DANTE PARRAGUEZ ARELLANO","5601","SAN ANTONIO","","75","75"
"2013","INST.COMERCIAL MARITIMO PACIFICO SUR","5601","SAN ANTONIO","","285","285"
"2014","ESCUELA POETA PABLO NERUDA","5601","SAN ANTONIO","27","","27"
"2017","ESCUELA VILLA LAS DUNAS","5601","SAN ANTONIO","12","","12"
"2018","ESCUELA MOVILIZADORES PORTUARIOS","5601","SAN ANTONIO","74","37","111"
"2019","COLEGIO ESPANA","5601","SAN ANTONIO","36","43","79"
"2020","ESCUELA PRESIDENTE PEDRO AGUIRRE CERDA","5601","SAN ANTONIO","23","","23"
"2021","PADRE ANDRE COINDRE","5601","SAN ANTONIO","42","4","46"
