"RBD","AÑO","ALTA","DERIVADO","RESUELTO","FEMENINO","MASCULINO","REGION"
"3483","2015","62","","20","45","37","7"
"3488","2015","10","","1","7","4","7"
"3490","2015","24","","2","11","15","7"
"3491","2015","3","","","3","","7"
"3492","2015","17","","3","9","11","7"
"3494","2015","15","","2","5","12","7"
"3495","2015","15","","","12","3","7"
"3515","2015","10","","5","3","12","7"
"3538","2015","77","","25","61","41","7"
"3541","2015","10","","","6","4","7"
"3544","2015","28","","","20","8","7"
"3545","2015","57","","2","26","33","7"
"3546","2015","72","","11","44","39","7"
"3548","2015","15","","","9","6","7"
"3549","2015","52","","1","27","26","7"
"3550","2015","2","","","1","1","7"
"3551","2015","64","","","23","41","7"
"3552","2015","10","","","6","4","7"
"3554","2015","32","","1","17","16","7"
"3573","2015","17","","","10","7","7"
"3588","2015","16","","","7","9","7"
"3596","2015","2","","","1","1","7"
"3601","2015","9","","","2","7","7"
"3602","2015","14","","","7","7","7"
"3604","2015","6","","","3","3","7"
"3609","2015","154","","42","90","106","7"
"3610","2015","143","","16","88","71","7"
"3611","2015","3","","","2","1","7"
"3612","2015","2","","","","2","7"
"3614","2015","4","","","3","1","7"
"3619","2015","147","","7","71","83","7"
"3621","2015","109","","13","73","49","7"
"3622","2015","61","","3","27","37","7"
"3623","2015","1","","","1","","7"
"3624","2015","","","1","","1","7"
"3625","2015","","","1","","1","7"
"3636","2015","2","","","","2","7"
"3657","2015","235","","5","113","127","8"
"3658","2015","27","","2","12","17","8"
"3664","2015","1","","","1","","8"
"3670","2015","103","","","51","52","8"
"3671","2015","66","","","28","38","8"
"3687","2015","4","","","3","1","8"
"3719","2015","211","","","105","106","8"
"3740","2015","82","","2","39","45","8"
"3743","2015","79","","3","34","48","8"
"3744","2015","82","","1","32","51","8"
"3760","2015","11","","3","5","9","8"
"3762","2015","68","","1","33","36","8"
"3766","2015","8","","1","6","3","8"
"3781","2015","31","","1","18","14","8"
"3784","2015","27","","2","15","14","8"
"3785","2015","2","","","1","1","8"
"3823","2015","109","1","11","64","57","8"
"3828","2015","6","","","2","4","8"
"3829","2015","3","","","","3","8"
"3831","2015","68","","9","38","39","8"
"3832","2015","6","","","4","2","8"
"3833","2015","23","","2","14","11","8"
"3835","2015","444","","7","229","222","8"
"3837","2015","28","","","13","15","8"
"3838","2015","30","2","4","23","13","8"
"3839","2015","107","","14","70","51","8"
"3840","2015","53","","1","26","28","8"
"3841","2015","78","","14","36","56","8"
"3842","2015","99","1","7","58","49","8"
"3843","2015","93","","","54","39","8"
"3846","2015","6","","","2","4","8"
"3852","2015","10","","","7","3","8"
"3854","2015","4","","","4","","8"
"3855","2015","86","","1","45","42","8"
"3856","2015","74","","4","33","45","8"
"3857","2015","13","","4","8","9","8"
"3859","2015","5","","1","4","2","8"
"3863","2015","5","","","1","4","8"
"3867","2015","40","","1","19","22","8"
"3872","2015","16","","1","9","8","8"
"3874","2015","4","","2","4","2","8"
"3876","2015","9","","2","5","6","8"
"3883","2015","6","","2","3","5","8"
"3884","2015","1","","","","1","8"
"3885","2015","106","","18","69","55","8"
"3886","2015","76","1","17","50","44","8"
"3890","2015","45","","9","28","26","8"
"3894","2015","9","","3","5","7","8"
"3898","2015","10","","1","3","8","8"
"3903","2015","32","","6","17","21","8"
"3907","2015","181","","22","123","80","8"
"3910","2015","300","","41","194","147","8"
"3912","2015","36","","3","17","22","8"
"3913","2015","78","","8","44","42","8"
"3914","2015","25","","","12","13","8"
"3916","2015","28","","","12","16","8"
"3917","2015","1","","","1","","8"
"3918","2015","10","","1","2","9","8"
"3920","2015","12","","","6","6","8"
"3921","2015","2","","","1","1","8"
"3922","2015","24","","1","12","13","8"
"3926","2015","13","","","8","5","8"
"3927","2015","2","","","1","1","8"
"3930","2015","7","","1","2","6","8"
"3931","2015","3","","","1","2","8"
"3932","2015","2","","1","2","1","8"
"3934","2015","9","","","4","5","8"
"3935","2015","38","","2","22","18","8"
"3937","2015","10","","","3","7","8"
"3948","2015","4","","1","2","3","8"
"3957","2015","7","","2","3","6","8"
"3960","2015","87","","48","69","66","8"
"3967","2015","13","","","9","4","8"
"3972","2015","112","","","64","48","8"
"3974","2015","22","","4","11","15","8"
"3975","2015","3","","","2","1","8"
"4022","2015","6","","","3","3","8"
"4070","2015","13","","","6","7","8"
"4071","2015","95","","6","56","45","8"
"4087","2015","67","","1","38","30","8"
"4089","2015","2","","","","2","8"
"4090","2015","3","","","1","2","8"
"4091","2015","2","","","2","","8"
"4094","2015","1","","1","1","1","8"
"4101","2015","2","","3","4","1","8"
"4103","2015","94","","","34","60","8"
"4104","2015","86","","","42","44","8"
"4116","2015","2","","","1","1","8"
"4125","2015","21","","","11","10","8"
"4130","2015","16","","","6","10","8"
"4134","2015","25","","","10","15","8"
"4141","2015","32","","","18","14","8"
"4142","2015","16","","1","10","7","8"
"4146","2015","34","","","21","13","8"
"4158","2015","11","","","3","8","8"
"4171","2015","161","","8","78","91","8"
"4183","2015","45","","6","30","21","8"
"4185","2015","203","","17","115","105","8"
"4186","2015","122","","23","56","89","8"
"4189","2015","41","","2","23","20","8"
"4195","2015","66","","4","37","33","8"
"4197","2015","34","","1","16","19","8"
"4201","2015","79","","4","42","41","8"
"4205","2015","88","","3","41","50","8"
"4290","2015","85","","2","36","51","8"
"4292","2015","45","","","28","17","8"
"4297","2015","9","","","3","6","8"
"4303","2015","1","","","1","","8"
"4304","2015","2","","3","5","","8"
"4305","2015","1","","","","1","8"
"4310","2015","172","","7","84","95","8"
"4311","2015","67","","","32","35","8"
"4312","2015","77","","1","43","35","8"
"4316","2015","5","","","4","1","8"
"4317","2015","7","","","3","4","8"
"4320","2015","2","","","1","1","8"
"4321","2015","3","","","2","1","8"
"4322","2015","1","","","1","","8"
"4324","2015","129","","23","74","78","8"
"4330","2015","8","","1","3","6","8"
"4331","2015","179","","8","92","95","8"
"4333","2015","84","","7","41","50","8"
"4334","2015","95","","9","43","61","8"
"4339","2015","1","","1","","2","8"
"4345","2015","4","","1","3","2","8"
"4348","2015","15","","","8","7","8"
"4352","2015","200","","85","140","145","8"
"4354","2015","28","","6","20","14","8"
"4355","2015","52","","","23","29","8"
"4356","2015","67","","17","40","44","8"
"4359","2015","61","","26","40","47","8"
"4374","2015","15","","7","13","9","8"
"4375","2015","45","","5","20","30","8"
"4379","2015","17","","2","12","7","8"
"4405","2015","86","","3","46","43","8"
"4406","2015","89","","7","67","29","8"
"4407","2015","16","","1","9","8","8"
"4409","2015","23","","1","13","11","8"
"4410","2015","39","","3","30","12","8"
"4446","2015","61","","","30","31","8"
"4447","2015","21","","","11","10","8"
"4448","2015","34","","","20","14","8"
"4449","2015","10","","","4","6","8"
"4452","2015","199","","33","115","117","8"
"4453","2015","59","","6","32","33","8"
"4454","2015","99","","22","65","56","8"
"4455","2015","145","","37","77","105","8"
"4481","2015","43","","4","21","26","8"
"4482","2015","276","","26","156","146","8"
"4483","2015","7","","3","4","6","8"
"4501","2015","112","","","55","57","8"
"4509","2015","78","","8","36","50","8"
"4512","2015","43","","11","24","30","8"
"4513","2015","56","","9","31","34","8"
"4514","2015","38","","8","17","29","8"
"4563","2015","55","","24","40","39","8"
"4564","2015","159","5","28","97","95","8"
"4572","2015","137","","6","58","85","8"
"4591","2015","47","1","6","31","23","8"
"4712","2015","77","","","31","46","8"
"4713","2015","82","1","18","34","67","8"
"4714","2015","20","","5","25","","8"
"4717","2015","1","","","","1","8"
"4719","2015","35","","5","25","15","8"
"4722","2015","41","","3","23","21","8"
"4725","2015","59","","4","34","29","8"
"4726","2015","34","","2","18","18","8"
"4727","2015","26","","2","15","13","8"
"4728","2015","78","","","36","42","8"
"4730","2015","24","","5","11","18","8"
"4731","2015","3","","","1","2","8"
"4732","2015","80","","","41","39","8"
"4733","2015","112","","21","128","5","8"
"4737","2015","37","","8","19","26","8"
"4742","2015","64","","1","30","35","8"
"4747","2015","3","","","2","1","8"
"4750","2015","25","","2","11","16","8"
"4806","2015","150","","5","63","92","8"
"4808","2015","130","","9","65","74","8"
"4809","2015","14","","","4","10","8"
"4839","2015","72","","","40","32","8"
"4844","2015","12","","","7","5","8"
"4845","2015","77","","","51","26","8"
"4848","2015","55","","","29","26","8"
"4852","2015","29","","","17","12","8"
"4855","2015","29","","","13","16","8"
"4858","2015","6","","","3","3","8"
"4859","2015","3","","","1","2","8"
"4860","2015","29","","","14","15","8"
"4861","2015","4","","","1","3","8"
"4869","2015","446","","88","271","263","8"
"4871","2015","82","","6","44","44","8"
"4873","2015","95","","23","58","60","8"
"4875","2015","5","","","3","2","8"
"4877","2015","4","","","2","2","8"
"4879","2015","8","","","3","5","8"
"4882","2015","11","","3","11","3","8"
"4886","2015","6","","1","2","5","8"
"4889","2015","3","","3","1","5","8"
"4890","2015","39","","12","28","23","8"
"4891","2015","3","","","","3","8"
"4926","2015","50","","","23","27","8"
"4984","2015","66","","9","34","41","8"
"4990","2015","87","","38","67","58","8"
"5049","2015","29","1","4","18","16","8"
"5050","2015","41","","4","28","17","8"
"5051","2015","17","","","13","4","8"
"5053","2015","16","","1","7","10","8"
"5054","2015","4","","","3","1","8"
"5055","2015","19","","1","13","7","8"
"5074","2015","","","1","1","","8"
"5085","2015","503","","59","258","304","8"
"5086","2015","21","","1","4","18","8"
"5087","2015","122","","6","56","72","8"
"5088","2015","305","","36","143","198","8"
"5090","2015","79","","8","43","44","8"
"5091","2015","62","","6","36","32","8"
"5093","2015","153","","34","95","92","8"
"5094","2015","1","","","1","","8"
"5097","2015","2","","","2","","8"
"5099","2015","","","1","1","","8"
"5101","2015","27","","1","9","19","8"
"5109","2015","116","","10","65","61","8"
"5110","2015","50","","2","29","23","8"
"5112","2015","46","","","26","20","8"
"5113","2015","66","","","26","40","8"
"5116","2015","18","","6","13","11","8"
"5119","2015","30","","","13","17","8"
"5121","2015","59","","","24","35","8"
"5127","2015","20","","5","","25","8"
"5128","2015","118","","42","160","","8"
"5129","2015","33","","22","29","26","8"
"5130","2015","2","","2","1","3","8"
"5131","2015","1","","","","1","8"
"5134","2015","2","","5","1","6","8"
"5154","2015","235","","11","121","125","8"
"5159","2015","6","","","1","5","8"
"5162","2015","5","","1","","6","8"
"5163","2015","1","","","","1","8"
"5165","2015","5","","","3","2","8"
"5166","2015","38","","1","18","21","8"
"5168","2015","2","","","1","1","8"
"5169","2015","5","","","","5","8"
"5170","2015","8","","","2","6","8"
"5174","2015","4","","","4","","8"
"5175","2015","4","","","2","2","8"
"5176","2015","1","","","1","","8"
"5181","2015","17","","","9","8","8"
"5188","2015","15","","","7","8","8"
"5189","2015","11","","","6","5","8"
"5192","2015","52","","1","28","25","8"
"5193","2015","60","","","30","30","8"
"5194","2015","147","1","36","90","94","8"
"5196","2015","27","","","18","9","8"
"5197","2015","34","","","24","10","8"
"5202","2015","69","","5","40","34","8"
"5288","2015","71","","10","51","30","9"
"5289","2015","90","","8","58","40","9"
"5292","2015","46","","19","33","32","9"
"5297","2015","1","","","1","","9"
"5307","2015","1","","","","1","9"
"5309","2015","14","","4","9","9","9"
"5344","2015","89","","6","50","45","9"
"5345","2015","6","","3","6","3","9"
"5346","2015","1","","","1","","9"
"5347","2015","75","","3","31","47","9"
"5348","2015","","","1","","1","9"
"5353","2015","1","1","7","4","5","9"
"5363","2015","39","","","18","21","9"
"5374","2015","27","","3","18","12","9"
"5375","2015","11","","","6","5","9"
"5378","2015","31","","7","12","26","9"
"5382","2015","9","","2","5","6","9"
"5386","2015","27","","","10","17","9"
"5395","2015","96","","32","60","68","9"
"5398","2015","122","","96","105","113","9"
"5434","2015","161","1","72","135","99","9"
"5441","2015","33","","","14","19","9"
"5442","2015","167","","17","87","97","9"
"5446","2015","18","","","11","7","9"
"5470","2015","127","","","79","48","9"
"5471","2015","103","","17","56","64","9"
"5472","2015","31","","11","23","19","9"
"5508","2015","199","1","23","110","113","9"
"5509","2015","30","","11","21","20","9"
"5510","2015","135","1","24","90","70","9"
"5513","2015","4","","","2","2","9"
"5525","2015","21","","3","12","12","9"
"5539","2015","49","","","28","21","9"
"5550","2015","12","","","4","8","9"
"5597","2015","223","","27","124","126","9"
"5599","2015","76","","5","32","49","9"
"5606","2015","219","2","24","129","116","9"
"5623","2015","29","","","18","11","9"
"5625","2015","11","","","5","6","9"
"5630","2015","13","","","7","6","9"
"5631","2015","25","1","3","15","14","9"
"5633","2015","9","","2","3","8","9"
"5640","2015","28","","","14","14","9"
"5644","2015","1","","","","1","9"
"5645","2015","74","","1","38","37","9"
"5647","2015","30","1","1","15","17","9"
"5686","2015","58","","5","30","33","9"
"5714","2015","122","","20","60","82","9"
"5739","2015","6","","","2","4","9"
"5751","2015","14","","","5","9","9"
"5759","2015","5","","","4","1","9"
"5760","2015","16","","","7","9","9"
"5765","2015","19","","","9","10","9"
"5773","2015","4","","","1","3","9"
"5785","2015","1","","","1","","9"
"5804","2015","3","","","1","2","9"
"5831","2015","58","","10","31","37","9"
"5849","2015","4","","2","4","2","9"
"5878","2015","28","","1","16","13","9"
"5879","2015","117","","6","57","66","9"
"5880","2015","249","","51","149","151","9"
"5885","2015","32","","","19","13","9"
"5888","2015","33","","1","18","16","9"
"5893","2015","17","","","6","11","9"
"5894","2015","112","","3","60","55","9"
"5896","2015","92","","","49","43","9"
"5897","2015","78","","2","41","39","9"
"5899","2015","34","","","20","14","9"
"5902","2015","66","","3","32","37","9"
"5905","2015","9","","","5","4","9"
"6027","2015","51","1","9","26","35","9"
"6029","2015","23","","6","15","14","9"
"6030","2015","27","","4","18","13","9"
"6036","2015","9","","","4","5","9"
"6038","2015","32","1","","15","18","9"
"6039","2015","51","","3","29","25","9"
"6052","2015","87","","15","48","54","9"
"6056","2015","119","","19","73","65","9"
"6066","2015","39","","9","20","28","9"
"6069","2015","46","","13","29","30","9"
"6164","2015","157","","","90","67","9"
"6165","2015","44","","","24","20","9"
"6166","2015","55","","","32","23","9"
"6181","2015","13","","","3","10","9"
"6183","2015","24","","1","18","7","9"
"6188","2015","119","","","50","69","9"
"6225","2015","66","","8","30","44","9"
"6227","2015","30","","12","28","14","9"
"6230","2015","34","","7","22","19","9"
"6231","2015","7","","","2","5","9"
"6270","2015","25","","2","11","16","9"
"6271","2015","35","","3","18","20","9"
"6272","2015","17","","","11","6","9"
"6273","2015","64","","8","39","33","9"
"6285","2015","63","","12","41","34","9"
"6303","2015","35","","3","18","20","9"
"6305","2015","46","","12","30","28","9"
"6319","2015","9","","","5","4","9"
"6452","2015","54","","","23","31","9"
"6454","2015","5","","","","5","9"
"6456","2015","1","","","1","","9"
"6457","2015","36","","","22","14","9"
"6459","2015","10","","","4","6","9"
"6461","2015","45","","","19","26","9"
