Central,Clasificacion,Codigo Central,Generacion_MWh,Tecnologia,Time,Tipo Central
Solar Llano de Llampos,ERNC,Llano de Llampos,0.2,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,8.5,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,39.8,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,50.7,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,59.6,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,59.8,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,60.2,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,62.2,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,61.7,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,52.6,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Llano de Llampos,ERNC,Llano de Llampos,18.8,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,1.1,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,2.4,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,4,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,8.6,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,12.9,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,21.9,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,22,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,19.4,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,20.8,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,5.53,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar San Andrés,ERNC,Solar San Andrés,0.01,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.02,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.12,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.2,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.6900000000000001,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.77,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.89,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,1,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,1.3900000000000001,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,1.1400000000000001,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Santa Cecilia,ERNC,Santa Cecilia,0.13,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Techos de Altamira,ERNC,Techos de Altamira,0.01,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Techos de Altamira,ERNC,Techos de Altamira,0.01,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Techos de Altamira,ERNC,Techos de Altamira,0.01,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Techos de Altamira,ERNC,Techos de Altamira,0.01,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,0.06,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,1.5,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,9.46,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,17.4,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,23.21,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,23.85,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,23.04,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,22.22,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,18.67,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,12.18,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Diego de Almagro,ERNC,Solar Diego de Almagro,3.93,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.06,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.32,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.23,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.14,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.24,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.49,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,1.3599999999999999,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.31,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.24,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar PSF Pama,ERNC,Solar PSF Pama,0.07,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.06,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.33,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.24,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.15,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.22,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.42,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,1.18,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.30000000000000004,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.33,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar PSF Lomas Coloradas,ERNC,Solar PSF Lomas Coloradas,0.09,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,2.19,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,30.27,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,47.55,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,49.09,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,48.77,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,22.91,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,2,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,2,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,2,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,28.92,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,18.64,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar PV Salvador,ERNC,Solar PV Salvador,0.14,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,0.22,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,2.68,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,14.48,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,25.94,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,25.26,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,16.74,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,15,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,15,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,15,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,15.42,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,5.79,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Chañares,ERNC,Solar Chañares,0.01,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,2.84,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,25.95,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,41.62,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,42.62,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,43.8,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,19.17,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,15.52,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,15.58,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,15.55,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,35.15,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,15.96,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Lalackama,ERNC,Solar Lalackama,0.16,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,0.52,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,13.37,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,40.32,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,34.97,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,34.97,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,34.96,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,34.96,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,29.4,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,24.97,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,28.89,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Javiera,ERNC,Solar Javiera,6.03,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.1,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.1,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.1,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.30000000000000004,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.1,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,5.78,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,63.26,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,100.03,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,60.75,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,60.65,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,93.75,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,99.62,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,102.2,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,100.97,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,88.68,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,34.28,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,0.1,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,0.2,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,1,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,2.5,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,2.7,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,2,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,2.1,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,2.2,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,1.3,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,0.30000000000000004,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,1.11,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,7.67,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,12.43,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,13.08,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,13.56,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,5.88,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,4.45,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,4.39,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,4.42,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,9.65,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,4.37,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,0.05,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,0.2,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,1,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,2.5,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,2.8,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,2,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,2.2,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,2,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,1.3,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,0.30000000000000004,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,1.55,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,27.46,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,55.15,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,40.24,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,40.25,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,60.35,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,65.49,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,67.71,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,69.4,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,58.28,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,18.1,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,0.08,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,0.59,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,23.4,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,41.6,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,40.1,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,40.1,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,40.1,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,40.1,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,40.1,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,40.1,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,42.44,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,22.06,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,0.31,Solar Fotovoltaica,Tue Aug 01 19:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.31,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.51,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.16,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.29,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.55,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.59,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.71,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.2,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.08,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.28,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,0.04,Solar Fotovoltaica,Tue Aug 01 09:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,0.96,Solar Fotovoltaica,Tue Aug 01 10:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,2.36,Solar Fotovoltaica,Tue Aug 01 11:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,4.32,Solar Fotovoltaica,Tue Aug 01 12:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,4.94,Solar Fotovoltaica,Tue Aug 01 13:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,10.25,Solar Fotovoltaica,Tue Aug 01 14:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,16.07,Solar Fotovoltaica,Tue Aug 01 15:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,6.65,Solar Fotovoltaica,Tue Aug 01 16:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,2.48,Solar Fotovoltaica,Tue Aug 01 17:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,0.32,Solar Fotovoltaica,Tue Aug 01 18:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,1.2,Solar Fotovoltaica,Tue Aug 01 08:00:00 CLT 2017,Solar
