Central,Clasificacion,Codigo Central,Generacion_MWh,Tecnologia,Time,Tipo Central
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.8,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.7000000000000001,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.6000000000000001,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.4,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Loma Los Colorados,ERNC,Solar Loma Los Colorados,0.1,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,19.39,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,84.98,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,60.54,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,50.12,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,70.09,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,111.45,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,112.08,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,111.98,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,57.34,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,60.41,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,50.84,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Luz del Norte,ERNC,Luz del Norte,1.74,Solar Fotovoltaica,Fri Aug 25 20:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,0.30000000000000004,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,0.5,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,1.6,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,2.7,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,2.8,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,2.8,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,2.6,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,2.2,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,1.5,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Luna,ERNC,Solar Luna,0.6000000000000001,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,2.41,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,9.42,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,13.85,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,14.29,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,9.97,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,5.24,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,5.24,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,5.24,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,11.66,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,11.97,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,5.46,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Lalackama 2,ERNC,Solar Lalackama 2,0.14,Solar Fotovoltaica,Fri Aug 25 20:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,0.30000000000000004,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,0.5,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,1.6,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,2.7,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,2.9,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,2.9,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,2.6,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,2.2,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,1.5,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Sol,ERNC,Solar Sol,0.6000000000000001,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,6.62,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,43.93,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,39.48,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,32.58,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,45.37,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,72.28,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,73.1,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,74.84,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,75.72,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,67.23,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,28.24,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Carrera Pinto,ERNC,Solar Carrera Pinto,0.52,Solar Fotovoltaica,Fri Aug 25 20:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,4.24,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,30.47,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,25.13,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,25.14,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,25.14,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,25.14,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,26.3,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,40.1,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,40.11,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,41.99,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,30.83,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Pampa Solar Norte,ERNC,Solar Pampa Solar Norte,1.54,Solar Fotovoltaica,Fri Aug 25 20:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.13,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.02,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.4,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.4100000000000001,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.38,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.32,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.3599999999999999,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.38,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.4,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,1.25,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.46,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar La Silla,ERNC,Solar La Silla,0.01,Solar Fotovoltaica,Fri Aug 25 20:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,0.04,Solar Fotovoltaica,Fri Aug 25 08:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,0.31,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,1.01,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,1.87,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,2.2,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,2.39,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,2.4,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,2.27,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,1.9100000000000001,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,1.38,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,0.66,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Las Mollacas,ERNC,Solar Las Mollacas,0.03,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,0.04,Solar Fotovoltaica,Fri Aug 25 08:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,0.6000000000000001,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,2.08,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,2.08,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,2.02,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,2.01,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,2.03,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,2.09,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,2.12,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,1.9300000000000002,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,0.79,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar La Chapeana,ERNC,Solar La Chapeana,0.01,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,2.5700000000000003,Solar Fotovoltaica,Fri Aug 25 08:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,16.51,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,31.18,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,43.26,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,63.83,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,70.92,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,71.66,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,72.32,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,70.07,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,48.2,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,14.46,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Quilapilún,ERNC,Solar Quilapilún,0.18,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,4.7,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,19.9,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,19.9,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,2.5,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,2.6,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,2.6,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,2.6,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,2.6,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,2.5,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,18.9,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,9.1,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Los Loros,ERNC,Solar Los Loros,0.2,Solar Fotovoltaica,Fri Aug 25 20:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,9.4,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,62.1,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,92.8,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,92.1,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,91.9,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,91,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,91.1,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,93.5,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,94.4,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,84.8,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,32.1,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Conejo,ERNC,Solar Conejo,0.8,Solar Fotovoltaica,Fri Aug 25 20:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.09,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.51,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,1.88,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,2.25,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,2.24,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,2.21,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,2.24,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,2.31,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,2.25,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,1.54,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.49,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Bellavista,ERNC,Solar Bellavista,0.04,Solar Fotovoltaica,Fri Aug 25 20:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.01,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.02,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.05,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.05,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.08,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.1,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.09,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.07,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.05,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Las Araucarias,ERNC,Solar Las Araucarias,0.02,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.13,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.6900000000000001,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,1.9100000000000001,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.42,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.49,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.47,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.52,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.64,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.69,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,2.27,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Santa Julia,ERNC,Solar Santa Julia,0.62,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.5,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,1.23,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,2.21,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,2.54,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,2.67,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,2.62,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,2.36,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,1.8900000000000001,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,1.22,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar Chuchiñi,ERNC,Solar Chuchiñi,0.39,Solar Fotovoltaica,Fri Aug 25 19:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.03,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.01,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.05,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.11,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.37,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.62,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.42,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.56,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.85,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
Solar Cordillerilla,ERNC,Solar Cordillerilla,0.22,Solar Fotovoltaica,Fri Aug 25 18:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,1.9300000000000002,Solar Fotovoltaica,Fri Aug 25 09:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,23.52,Solar Fotovoltaica,Fri Aug 25 10:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,72.26,Solar Fotovoltaica,Fri Aug 25 11:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,125.98,Solar Fotovoltaica,Fri Aug 25 12:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,142.62,Solar Fotovoltaica,Fri Aug 25 13:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,148.11,Solar Fotovoltaica,Fri Aug 25 14:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,143.87,Solar Fotovoltaica,Fri Aug 25 15:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,146.32,Solar Fotovoltaica,Fri Aug 25 16:00:00 CLT 2017,Solar
Solar El Romero,ERNC,Solar El Romero,138.85,Solar Fotovoltaica,Fri Aug 25 17:00:00 CLT 2017,Solar
